show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,Genre,description
80237423,Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,Colleen Ballinger,United States,04-Jun-19,2019,TV-14,62 min,Stand-Up Comedy,Comedy,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry."""
70245034,Movie,Bill Burr: You People Are All the Same,Jay Karas,Bill Burr,United States,30-Jun-18,2012,NR,69 min,Stand-Up Comedy,Comedy,"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more."
80106124,Movie,Bo Burnham: Make Happy,"Bo Burnham, Christopher Storer",Bo Burnham,United States,03-Jun-16,2016,TV-MA,60 min,"Music & Musicals, Stand-Up Comedy",Comedy,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special."
80015210,Movie,Ralphie May: Imperfectly Yours,Anthony Pierce,Ralphie May,United States,29-Jun-15,2015,NR,69 min,Stand-Up Comedy,Comedy,"Comedian Ralphie May takes to the Las Vegas stage with his raw, rollicking take on men's fashion, racism, sex and even waffles. Filmed live in 2013."
80133553,Movie,Chris D'Elia: Man on Fire,Bill D'Elia,Chris D'Elia,United States,27-Jun-17,2017,TV-MA,66 min,Stand-Up Comedy,Comedy,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends."
80200015,Movie,W. Kamau Bell: Private School Negro,Shannon Hartman,W. Kamau Bell,United States,26-Jun-18,2018,TV-MA,66 min,Stand-Up Comedy,Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid."
80996192,Movie,Mike Epps: Only One Mike,Kevin Bray,Mike Epps,United States,25-Jun-19,2019,TV-MA,63 min,Stand-Up Comedy,Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more."
80185223,Movie,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,Rory Scovel,United States,20-Jun-17,2017,TV-MA,66 min,Stand-Up Comedy,Comedy,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song."""
80993404,Movie,Adam Devine: Best Time of Our Lives,Jay Karas,Adam Devine,United States,18-Jun-19,2019,TV-MA,59 min,Stand-Up Comedy,Comedy,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha."
80168221,Movie,"Oh, Hello On Broadway",Michael John Warren,"Nick Kroll, John Mulaney",United States,13-Jun-17,2017,TV-MA,102 min,Stand-Up Comedy,Comedy,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show."
81002929,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,Jo Koy,United States,12-Jun-19,2019,TV-MA,60 min,Stand-Up Comedy,Comedy,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
81098589,Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,Aziz Ansari,United States,09-Jul-19,2019,TV-MA,65 min,Stand-Up Comedy,Comedy,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate."
70303706,Movie,Sommore: Chandelier Status,Kevin Layne,Sommore,United States,04-Jul-18,2013,NR,77 min,Stand-Up Comedy,Comedy,"Luminous funnywoman Sommore wows Miami with her unique take on body modification, Internet sex, the world of celebrities and more."
70224969,Movie,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,Felipe Esparza,United States,03-Jul-18,2012,NR,58 min,Stand-Up Comedy,Comedy,"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles."
70261273,Movie,Joan Rivers: Don't Start with Me,Scott L. Montoya,Joan Rivers,United States,03-Jul-18,2012,TV-MA,69 min,Stand-Up Comedy,Comedy,"At 78, Joan Rivers has no interest in slowing down, and no one's immune from her caustic barbs in this stand-up special."
70250364,Movie,Katt Williams: Kattpacalypse,Marcus Raboy,Katt Williams,United States,03-Jul-18,2012,NR,61 min,Stand-Up Comedy,Comedy,"Urban comic Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama."
80185321,Movie,Joe Mande’s Award-Winning Comedy Special,Daniel Gray Longino,Joe Mande,United States,25-Jul-17,2017,TV-MA,67 min,Stand-Up Comedy,Comedy,"Stand-up comic Joe Mande aims for critical adulation with this special that covers dating shows, ""Shark Tank,"" Jewish summer camp and much more."
80213658,Movie,Iliza Shlesinger: Elder Millennial,Steve Paley,Iliza Shlesinger,United States,24-Jul-18,2018,TV-MA,72 min,Stand-Up Comedy,Comedy,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come."
80213654,Movie,D.L. Hughley: Contrarian,Jay Chapman,D.L. Hughley,United States,21-Jul-19,2018,TV-MA,58 min,Stand-Up Comedy,Comedy,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia."
80158802,Movie,Demetri Martin: The Overthinker,"Jay Karas, Demetri Martin",Demetri Martin,United States,21-Jul-19,2018,TV-MA,56 min,Stand-Up Comedy,Comedy,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more."
70053885,Movie,Katt Williams: Live,Alphonso J. Wesson,Katt Williams,United States,19-Jul-18,2006,NR,85 min,Stand-Up Comedy,Comedy,"Outspoken comedian Katt Williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer."
80192842,TV Show,Ari Shaffir: Double Negative,Eric Abrams,Ari Shaffir,United States,18-Jul-17,2017,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,Comedy,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood."
80028208,Movie,Tig,"Kristina Goolsby, Ashley York",Tig Notaro,United States,17-Jul-15,2015,TV-14,92 min,"Documentaries, Stand-Up Comedy",Comedy,Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.
80214743,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,Jim Jefferies,United States,13-Jul-18,2018,TV-MA,71 min,Stand-Up Comedy,Comedy,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
70270773,Movie,Kevin Hart: Let Me Explain,"Leslie Small, Tim Story",Kevin Hart,United States,13-Jul-18,2013,R,75 min,Stand-Up Comedy,Comedy,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour."
80044126,Movie,D.L. Hughley: Clear,Jay Chapman,D.L. Hughley,United States,13-Jul-17,2014,TV-MA,59 min,Stand-Up Comedy,Comedy,"In this 2014 standup special filmed in San Francisco, comedic genius D.L. Hughley entertains with his hilarious take on current affairs and more."
70301023,Movie,Tom Segura: Completely Normal,Jay Chapman,Tom Segura,United States,13-Jul-17,2014,TV-MA,74 min,Stand-Up Comedy,Comedy,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.
80044731,Movie,Chris Tucker Live,Phil Joanou,Chris Tucker,United States,10-Jul-15,2015,TV-MA,92 min,Stand-Up Comedy,Comedy,"Filmed in his hometown of Atlanta, Chris Tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time."
80238020,Movie,Katherine Ryan: Glitter Room,Linda Mendoza,Katherine Ryan,United States,01-Jul-19,2019,TV-MA,66 min,Stand-Up Comedy,Comedy,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child."
70295560,Movie,Bo Burnham: what.,"Bo Burnham, Christopher Storer",Bo Burnham,United States,01-Jul-18,2013,TV-MA,60 min,Stand-Up Comedy,Comedy,Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.
80106979,Movie,Jim Jefferies: Freedumb,Ryan Polito,Jim Jefferies,United States,01-Jul-16,2016,TV-MA,87 min,Stand-Up Comedy,Comedy,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee."
80077923,Movie,Tom Segura: Mostly Stories,Jay Karas,Tom Segura,United States,08-Jan-16,2016,TV-MA,74 min,Stand-Up Comedy,Comedy,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson."
80133549,Movie,Bill Burr: Walk Your Way Out,Jay Karas,Bill Burr,United States,31-Jan-17,2017,TV-MA,78 min,Stand-Up Comedy,Comedy,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language."
21028726,Movie,Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,Jerry Seinfeld,United States,30-Jan-18,1998,TV-G,69 min,Stand-Up Comedy,Comedy,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour."
80134966,Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,Jen Kirkman,United States,03-Jan-17,2017,TV-MA,69 min,Stand-Up Comedy,Comedy,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
80117453,Movie,Cristela Alonzo: Lower Classy,Marcus Raboy,Cristela Alonzo,United States,24-Jan-17,2017,TV-MA,67 min,Stand-Up Comedy,Comedy,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy."
80208684,Movie,Todd Glass: Act Happy,Scott Moran,Todd Glass,United States,23-Jan-18,2018,TV-MA,63 min,Stand-Up Comedy,Comedy,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.
80195429,Movie,Harith Iskander: I Told You So,Michael McKay,Harith Iskander,United States,19-Jan-18,2018,TV-PG,62 min,Stand-Up Comedy,Comedy,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more."
80117452,Movie,Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,United States,17-Jan-17,2017,TV-MA,66 min,Stand-Up Comedy,Comedy,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan."
80216224,Movie,Katt Williams: Great America,,Katt Williams,United States,16-Jan-18,2018,TV-MA,60 min,Stand-Up Comedy,Comedy,"The King of underground comedy delivers unflinching riffs on the American political climate, racial tensions, sex and his disdain for roast beef."
80218104,Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,Sebastian Maniscalco,United States,15-Jan-19,2019,TV-MA,65 min,Stand-Up Comedy,Comedy,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
81060049,Movie,Leslie Jones: Time Machine,"David Benioff, D.B. Weiss",Leslie Jones,United States,14-Jan-20,2020,TV-MA,66 min,Stand-Up Comedy,Comedy,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special."
80187307,Movie,Tom Segura: Disgraceful,Jay Karas,Tom Segura,United States,12-Jan-18,2018,TV-MA,71 min,Stand-Up Comedy,Comedy,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more."
80117811,Movie,Jim Gaffigan: Cinco,Jeannie Gaffigan,Jim Gaffigan,United States,10-Jan-17,2017,TV-14,74 min,Stand-Up Comedy,Comedy,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.
81084305,Movie,Jeff Dunham: Unhinged in Hollywood,Michael Simon,Jeff Dunham,United States,01-Jan-20,2015,TV-MA,71 min,Stand-Up Comedy,Comedy,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.
60001854,Movie,The Original Kings of Comedy,Spike Lee,"Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac",United States,01-Jan-20,2000,R,111 min,Stand-Up Comedy,Comedy,"Director Spike Lee documents the last night of the hit comedy tour featuring comics Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac."
70256512,Movie,Moshe Kasher: Live in Oakland,Jay Chapman,Moshe Kasher,United States,01-Jan-19,2012,TV-MA,61 min,Stand-Up Comedy,Comedy,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
70174741,Movie,Whitney Cummings: Money Shot,John Fortenberry,Whitney Cummings,United States,01-Jan-19,2010,TV-MA,48 min,Stand-Up Comedy,Comedy,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
80216779,Movie,"Ray Romano: Right Here, Around the Corner",Michael Showalter,Ray Romano,United States,05-Feb-19,2019,TV-MA,59 min,Stand-Up Comedy,Comedy,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
80059410,Movie,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,United States,05-Feb-16,2016,TV-MA,68 min,Stand-Up Comedy,Comedy,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine."
70157452,TV Show,Dinner for Five,,,United States,04-Feb-08,2007,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,Comedy,"In each episode, four celebrities join host Jon Favreau for dinner and share revealing stories about both show business and their personal lives."
80133550,Movie,Mike Birbiglia: Thank God for Jokes,"Seth Barrish, Mike Birbiglia",Mike Birbiglia,United States,28-Feb-17,2017,TV-MA,71 min,Stand-Up Comedy,Comedy,"Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny."
80134779,Movie,Marlon Wayans: Woke-ish,Marcus Raboy,Marlon Wayans,United States,27-Feb-18,2018,TV-MA,67 min,Stand-Up Comedy,Comedy,"Rollicking, outrageous and audacious, Marlon Wayans gets raw on racism, age-appropriate rap rhymes, gay rights, raising kids and even the Kardashians."
80013282,Movie,Ralphie May: Unruly,John Asher,Ralphie May,United States,27-Feb-15,2015,TV-MA,83 min,Stand-Up Comedy,Comedy,"Filmed in front of a raucous crowd, comedian Ralphie May unleashes his hilariously raunchy perspective in his first Netflix original stand-up special."
70039645,Movie,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,"Zach Galifianakis, Brian Unger",United States,26-Feb-19,2006,TV-MA,61 min,Stand-Up Comedy,Comedy,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit."
80992973,Movie,Bert Kreischer: The Machine,Ryan Polito,Bert Kreischer,United States,22-Feb-19,2016,TV-MA,70 min,Stand-Up Comedy,Comedy,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special."
